group,pathway,fgsea.FDR,fgsea.ES,fgsea.NES,fgsea.size,fgsea.FC,fgsea.leadingEdge,gage.FDR,gage.geomean,gage.statmean,gage.size,gage.FC
TBinLTBI,BIOCARTA_41BB_PATHWAY,0.003753245988710173,0.8112771358528339,1.9674009658526677,17,up,IFNG;IL2;TNFSF9;NFKBIA;TNFRSF9;NFKB1;JUN;RELA,0.14649498531892735,0.01258425178368027,2.4155633392228837,17,up
TBinLTBI,BIOCARTA_ACE2_PATHWAY,0.8675629275696963,0.4446368687718825,0.850886640610667,6,up,CMA1;COL4A3;COL4A4;COL4A2,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_ACETAMINOPHEN_PATHWAY,0.37459937661407006,0.7813532079964688,1.3541541583487773,4,up,PTGS2;CYP2E1;NR1I3,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_ACH_PATHWAY,0.8428119092041182,0.38692432230426177,0.889148320511239,13,up,FASLG;FOXO3;CHRNB1;PTK2B;PIK3CA,0.7968915347725465,0.4940161315680114,0.015157162621412408,13,up
TBinLTBI,BIOCARTA_ACTINY_PATHWAY,0.4692426237011562,0.5831899262845682,1.2874079298987615,11,up,NTRK1;WASF3;NCKAP1,0.6411179127641128,0.2672195659901103,0.6322028491810311,11,up
TBinLTBI,BIOCARTA_AGPCR_PATHWAY,0.6114973346533285,-0.46514822122398747,-1.1343060271768755,10,down,ARRB1;PRKCA;PRKAR2A;PRKAR2B;PRKCB,0.9645468673205456,0.8465152355311918,-1.0519423017126013,10,up
TBinLTBI,BIOCARTA_AGR_PATHWAY,0.9116796027519636,0.3072465308646098,0.8106156360230483,25,up,NRG2;JUN;DMD;DVL1;AGRN,0.8752336161233907,0.6383267159298507,-0.356109388656006,25,up
TBinLTBI,BIOCARTA_AHSP_PATHWAY,0.8065075413081415,-0.3588093442907022,-0.9192515265895849,12,down,ALAD;HMBS;UROS;CPOX;UROD;FECH,0.8729610558718536,0.6347719560750087,-0.3489369349005951,12,up
TBinLTBI,BIOCARTA_AKAP13_PATHWAY,1,-0.19364122242017268,-0.47221164282455735,10,down,GNA12;PRKAR2A;PRKAR2B;PRKAG1;LPAR2;RHOA;LPAR1;AKAP13;LPAR3;PRKACB,0.8771528149749094,0.6497729374962246,-0.39329179216717286,10,up
TBinLTBI,BIOCARTA_AKAP95_PATHWAY,0.8820339847173686,0.3815023071124065,0.8249638525196994,10,up,CDK1;PRKACB;CCNB1;DDX5,0.7788836817478707,0.4409443391761968,0.15103432957502927,10,up
TBinLTBI,BIOCARTA_AKAPCENTROSOME_PATHWAY,0.970981673530526,0.300172591067687,0.6897936878764189,13,up,CDK1;PRKCE;PRKACB,0.8271978555080655,0.560866574441462,-0.15503102956798884,13,up
TBinLTBI,BIOCARTA_AKT_PATHWAY,0.24207480637460846,0.5820330589748217,1.4589986756942444,20,up,NFKBIA;FASLG;NFKB1;RELA,0.5883985478151555,0.22185959869629948,0.7741974168229729,20,up
TBinLTBI,BIOCARTA_ALK_PATHWAY,0.248038536738178,-0.44748166340503776,-1.427702415654545,27,down,SMAD6;TGFBR1;NOG;NPPA;MEF2C;SMAD5;TGFBR2;BMP10,0.9800545186379638,0.8949492359408828,-1.2689775954506899,27,up
TBinLTBI,BIOCARTA_ALTERNATIVE_PATHWAY,0.828160624414533,0.49869714567255424,0.9132818914283483,5,up,CFB;C5,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_AMAN_PATHWAY,0.8508884883776583,0.3955550996903556,0.8731988484395979,11,up,ST3GAL4;B3GALT2;FUT4;MAN1A1,0.8153623315580057,0.5299109851350476,-0.0760014106567643,11,up
TBinLTBI,BIOCARTA_AMI_PATHWAY,0.4222155533203259,0.599125523026552,1.3225862014851746,11,up,PLAT;TFPI;F2R;COL4A3;SERPINC1;PLG;COL4A4;COL4A2,0.4588188316503809,0.123512016381204,1.194207326891328,11,up
TBinLTBI,BIOCARTA_ARAP_PATHWAY,0.6561226863331648,0.4560282343385372,1.1058987724960063,17,up,ARAP2;ASAP2;ASAP1;ARFGAP3;CYTH2;CYTH1,0.6995979324481921,0.34511521472392837,0.4023729351604105,17,up
TBinLTBI,BIOCARTA_ARENRF2_PATHWAY,0.7386060510534177,0.40960948349001336,1.016376294830104,19,up,MAFF;JUN;FXYD2;MAFK;FOS;NFE2L2;MAFG,0.7256811039131349,0.3747804604304581,0.3217288805662427,19,up
TBinLTBI,BIOCARTA_ARF_PATHWAY,0.8782375531498571,0.3504348121609865,0.8395254561599923,16,up,TWIST1;CDKN2A;E2F1;MYC;MDM2,0.7788836817478707,0.44301967429939615,0.14461522241883215,16,up
TBinLTBI,BIOCARTA_ASBCELL_PATHWAY,0.006124688321890903,0.8151108762949433,1.8986438309635325,14,up,IL2;FASLG;CD40;FAS;CD40LG;CD80;CD28;IL10,0.19149723118708958,0.02100518075178312,2.1840921870149694,14,up
TBinLTBI,BIOCARTA_AT1R_PATHWAY,0.5832373928731746,-0.36611574930794755,-1.129251965337226,24,down,PRKCA;PAK1;MAPK3;CALM2;GNAQ;GRB2;CALM3;MAP3K1,0.9674912803268593,0.8602916075734539,-1.0957135775706053,24,up
TBinLTBI,BIOCARTA_ATM_PATHWAY,0.04822523432758251,0.6814787523703408,1.6909736645696976,19,up,NFKBIA;NBN;CDKN1A;NFKB1;GADD45A;JUN;RELA,0.27698492101690625,0.04164901234669197,1.783928990902155,19,up
TBinLTBI,BIOCARTA_ATRBRCA_PATHWAY,0.7106795002138723,0.41319758214001445,1.0470888793035158,21,up,NBN;TREX1;FANCA;CHEK1;BRCA2;RAD9A,0.6884676193614984,0.3240727268104674,0.4599771073679568,21,up
TBinLTBI,BIOCARTA_BAD_PATHWAY,0.854609629431222,0.33594613861627687,0.878519765284867,24,up,IL3;BCL2;KIT;CSF2RB;IL3RA;PRKACB;PRKAR1B;IGF1,0.7852773044739576,0.45255087775676117,0.11988002783739347,24,up
TBinLTBI,BIOCARTA_BARD1_PATHWAY,1,0.27940577345963424,0.5711599076003555,8,up,FANCA;BARD1;FANCG;FANCD2,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_BARR_MAPK_PATHWAY,0.8525507374307567,0.3864039491170887,0.8709169068386147,12,up,KCNA3;KCNA2;PLCB1,0.8187056344570961,0.5441952641296515,-0.11231153551203164,12,up
TBinLTBI,BIOCARTA_BARRESTIN_PATHWAY,0.8801801470137073,0.38337758791110743,0.8290189757611865,10,up,KCNA3;KCNA2;PLCB1,0.8500858747284836,0.596000030730222,-0.246797760866991,10,up
