group,pathway,fgsea.FDR,fgsea.ES,fgsea.NES,fgsea.size,fgsea.FC,fgsea.leadingEdge,gage.FDR,gage.geomean,gage.statmean,gage.size,gage.FC
TBinLTBI,BIOCARTA_41BB_PATHWAY,0.04421304331057888,0.778732888069079,1.8919615551256843,17,up,IFNG;TNFSF9;TNFRSF9;IL2;NFKBIA;NFKB1;JUN;RELA;MAP3K5,0.07691665843959096,0.003740737993520669,2.9134444335213288,17,up
TBinLTBI,BIOCARTA_ACE2_PATHWAY,0.5598685420113991,0.6567592513548081,1.1750591587216488,5,up,COL4A2;CMA1;COL4A4;COL4A3,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_ACETAMINOPHEN_PATHWAY,0.24374343709592033,0.8214374431848104,1.3890738420230389,4,up,PTGS2;NR1I3,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_ACH_PATHWAY,1,0.2874424118817036,0.6383629264921172,12,up,FASLG;FOXO3,0.8152069785494639,0.5830527964445394,-0.21226621640078758,12,up
TBinLTBI,BIOCARTA_ACTINY_PATHWAY,0.49316579319614334,0.5759973776439291,1.2601940324753667,11,up,NTRK1;NCKAP1;WASF3;WASL;WASF1;PIR,0.5806859460222711,0.2144096326111903,0.8100153956983446,11,up
TBinLTBI,BIOCARTA_AGPCR_PATHWAY,0.46796252632714264,-0.5181215020042856,-1.2449224929661213,10,down,ARRB1;PRKCA;GRK4;PRKCB,0.9660659304902096,0.8812650565110329,-1.224248112083483,10,up
TBinLTBI,BIOCARTA_AGR_PATHWAY,1,0.2565210845544341,0.6780263196255498,24,up,DMD;JUN;NRG2;LAMA3;MAPK8;DVL1,0.7968522443760635,0.5388113510544952,-0.097996673492088,24,up
TBinLTBI,BIOCARTA_AHSP_PATHWAY,0.41664142815261346,-0.5231183275650924,-1.2907306735299306,11,down,ALAD;HMBS;FECH;UROS;CPOX,0.9443711364091304,0.8318448263183094,-0.9852291316033562,11,up
TBinLTBI,BIOCARTA_AKAP13_PATHWAY,1,0.2820790023457397,0.6001365306773051,10,up,LPAR1;LPAR3;LPAR2;PRKACB;AKAP13,0.7734219415828966,0.4940688410901412,0.015174056455815535,10,up
TBinLTBI,BIOCARTA_AKAP95_PATHWAY,0.9443891160952459,0.3559710162310715,0.7573453143483031,10,up,CDK1;DDX5;CCNB1;PPP2CA;PRKACB,0.7446077476552682,0.43815906897465345,0.15836318995719376,10,up
TBinLTBI,BIOCARTA_AKAPCENTROSOME_PATHWAY,1,0.19260066617283303,0.4369512062319801,13,up,CDK1;PRKCE;PPP2CA;PRKACB,0.8426052604049445,0.6229233802861001,-0.3174534003361236,13,up
TBinLTBI,BIOCARTA_AKT_PATHWAY,0.4262541664908654,0.5019140862441661,1.2628474915633583,20,up,NFKBIA;NFKB1;FASLG;RELA;FOXO3,0.5820607861005214,0.21750939414406595,0.7891343980611453,20,up
TBinLTBI,BIOCARTA_ALK_PATHWAY,0.18362554740082715,-0.4858267923773497,-1.4998769311180666,26,down,SMAD6;TGFBR1;MEF2C;TGFBR2;FZD1,0.9659596666821191,0.8798487125621889,-1.188506788603339,26,up
TBinLTBI,BIOCARTA_ALTERNATIVE_PATHWAY,0.7355818159296419,0.5809856196917452,1.0394866491732746,5,up,CFB;C3,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_AMAN_PATHWAY,0.7333988928129305,-0.4057842073170573,-1.0012230419378347,11,down,FUT7;ST8SIA4;MAN1C1;MAN2A2,0.8552318268776211,0.6454728892000152,-0.3784962948986173,11,up
TBinLTBI,BIOCARTA_AMI_PATHWAY,0.2791789167935957,0.7102744421078044,1.4250413269144162,8,up,TFPI;F2R;COL4A2;PLAT;COL4A4;COL4A3,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_ARAP_PATHWAY,0.6495712671083794,0.45194319267654415,1.0980133993890488,17,up,ASAP2;ASAP1;ARAP2;ARFGAP3;CYTH2;CYTH1;CYTH3,0.5878802374237269,0.2355153253886948,0.729529322359144,17,up
TBinLTBI,BIOCARTA_ARENRF2_PATHWAY,0.7659063989782542,0.4022367633138504,0.9983885653054995,19,up,MAFF;JUN;MAFG;MAFK;NFE2L2;KEAP1;MAPK8,0.7005702101637358,0.37641427977003244,0.3173632762461797,19,up
TBinLTBI,BIOCARTA_ARF_PATHWAY,1,-0.1895545705269706,-0.5137284009392876,15,down,ABL1;POLR1A;PIK3CG;POLR1B;TP53;PIK3R1;RAC1,0.8802524757722826,0.6887518216897214,-0.4990800090112135,15,up
TBinLTBI,BIOCARTA_ASBCELL_PATHWAY,0.06668838421444527,0.7548454481378017,1.7403762091558062,14,up,IL2;CD80;CD40;FASLG;FAS;IL10;CD40LG,0.1714888325953039,0.01607955335651116,2.2711100529898696,14,up
TBinLTBI,BIOCARTA_AT1R_PATHWAY,0.6321870908092532,-0.354057258661484,-1.0748916065571275,24,down,CALM2;PAK1;PRKCA;MAPK3;GRB2;CALM3;PRKCB;GNAQ,0.9443711364091304,0.8322407356091316,-0.9738019590934853,24,up
TBinLTBI,BIOCARTA_ATM_PATHWAY,0.12842731432988477,0.6484193937837723,1.6094364496735964,19,up,NFKBIA;NBN;NFKB1;CDKN1A;GADD45A;JUN;RELA;MDM2;CHEK1;RBBP8;MAPK8,0.23837308222461837,0.03191413599638465,1.9170573656278946,19,up
TBinLTBI,BIOCARTA_ATRBRCA_PATHWAY,0.982328463975989,0.28004825949898515,0.7146965429675924,21,up,NBN;BRCA2;CHEK1;FANCA;TREX1,0.7859794393736173,0.5195088118908298,-0.04923481243218749,21,up
TBinLTBI,BIOCARTA_BAD_PATHWAY,1,0.2578960046968285,0.6713375442661442,23,up,IL3RA;BCL2;KIT,0.8546960416736292,0.6446737348974765,-0.3734063688169094,23,up
TBinLTBI,BIOCARTA_BARD1_PATHWAY,0.7417757474041531,-0.45485567205913735,-1.0191490107951697,8,down,FANCE;BRCA1;FANCC;FANCF,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_BARR_MAPK_PATHWAY,1,0.2967035231042305,0.6589303508463712,12,up,PLCB1;KCNA3;KCNA2,0.8109645023597832,0.5708590769497965,-0.18067069611279366,12,up
TBinLTBI,BIOCARTA_BARRESTIN_PATHWAY,0.9820000913700947,0.3231395778005425,0.6874948632583876,10,up,PLCB1;KCNA3;KCNA2,0.8436659596753462,0.6276846644163172,-0.33083773646293146,10,up
TBinLTBI,BIOCARTA_BARRESTIN_SRC_PATHWAY,0.9064452888424319,0.3467682175390313,0.8199423300231157,15,up,PLCB1;KCNA3;FGR;KCNA2;HCK;MAP2K1,0.7546936921452981,0.4549077451499372,0.114300245800767,15,up
TBinLTBI,BIOCARTA_BBCELL_PATHWAY,0.2617107812788215,0.6559715149289023,1.4351651946204675,11,up,CD40;FASLG;FAS;CD40LG,0.3845340744095765,0.0898127816789039,1.3906210555588527,11,up
TBinLTBI,BIOCARTA_BCELLSURVIVAL_PATHWAY,0.6031435648990509,0.4846147167383117,1.1458839071985545,15,up,CASP7;XIAP;BIRC5;JUND;CASP3;PIK3CA;ITGB1,0.6421973768180496,0.2948472021049151,0.5476897758968505,15,up
TBinLTBI,BIOCARTA_BCR_PATHWAY,1,0.21719446672011045,0.5991879939663934,32,up,PPP3CC;JUN;NFATC2;ELK1;CD79A;SOS1;VAV1;MAPK8;LYN;PLCG1;MAP2K1;CALM1,0.84755191017342,0.6322384918845605,-0.33934877938170155,32,up
TBinLTBI,BIOCARTA_BIOPEPTIDES_PATHWAY,0.655228610800573,-0.34480925029105813,-1.0662770318408166,25,down,CALM2;PRKCA;CDK5;MAPK3;MAPK14;GRB2;CALM3;PRKCB,0.8960522250737166,0.7249096065981974,-0.6019397349264325,25,up
TBinLTBI,BIOCARTA_BLYMPHOCYTE_PATHWAY,0.212332246729605,0.6553228989604608,1.510916420678466,14,up,CD80;ICAM1;CD40;CR2,0.49643016283374386,0.15569333975247668,1.0351472161893056,14,up
TBinLTBI,BIOCARTA_BOTULIN_PATHWAY,0.6407091471746644,0.7670007158196135,1.1407978069889897,2,up,VAMP2;STX1A,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_BTG2_PATHWAY,0.24791434393141368,0.7205811990487676,1.4457200304078826,8,up,BTG1;BTG2;CCND1;CHAF1B,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_CACAM_PATHWAY,0.7300098376719156,-0.4367456337291989,-1.0089181843937627,9,down,CAMK1;CAMKK1;CALM2,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_CALCINEURIN_PATHWAY,0.9827897245262577,0.29454322249435316,0.7156041074159868,17,up,CDKN1A;PPP3CC;NFATC2;MARCKS;PLCG1;CALM1,0.8023481768433753,0.5534028672355384,-0.13533577203711644,17,up
TBinLTBI,BIOCARTA_CARDIACEGF_PATHWAY,0.41576236510253406,0.5642137678122773,1.3008546594552495,14,up,EDN1;NFKB1;JUN;RELA;EGF;ADAM12,0.49643016283374386,0.15567501881934173,1.0371059315355469,14,up
TBinLTBI,BIOCARTA_CARM_ER_PATHWAY,0.9765303124081751,-0.2574170406083241,-0.781499064249415,24,down,MEF2C;PPARGC1A;CARM1;HDAC3;BRCA1;PELP1;HDAC1;HDAC2;HDAC5,0.9259361786597976,0.7963478820621446,-0.8385013371161396,24,up
TBinLTBI,BIOCARTA_CARM1_PATHWAY,0.9801498072502358,-0.29220180298010623,-0.7209723117954472,11,down,RXRA;CARM1;RARA;PRKAR2B;PRKAR2A,0.8970315593135603,0.7287264317340034,-0.6223584145049346,11,up
TBinLTBI,BIOCARTA_CASPASE_PATHWAY,0.36051164728727875,0.5150990109785498,1.3338472606933902,22,up,BIRC3;GZMB;LMNB1;CASP4;PRF1;CASP1;CASP7;XIAP;BIRC2;CASP3,0.550297211619952,0.19274569441410147,0.8769956964449528,22,up
TBinLTBI,BIOCARTA_CB1R_PATHWAY,0.7748277146107192,0.5463129431728909,1.0178373978372948,6,up,PLD1;CNR1,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_CBL_PATHWAY,0.8017300740230676,0.4406908540950873,0.9641640848587547,11,up,MET;PDGFRA;EGF,0.7526147254376645,0.4497149626783351,0.12834639478858081,11,up
TBinLTBI,BIOCARTA_CCR3_PATHWAY,0.8166264957417904,-0.3429406814972329,-0.9217809384374487,14,down,PRKCA;MAPK3;PRKCB;GNAQ,0.9260974627249284,0.7973421110943495,-0.8474195510840741,14,up
TBinLTBI,BIOCARTA_CCR5_PATHWAY,0.7300098376719156,0.41955045458657414,1.0193139941495437,17,up,CCL4;JUN;CCR5,0.6818358571038926,0.3499335373938519,0.3901680804997669,17,up
TBinLTBI,BIOCARTA_CD40_PATHWAY,0.05598531020471949,0.7695882271103999,1.7743672491018643,14,up,TNFAIP3;DUSP1;NFKBIA;NFKB1;CD40;RELA;CD40LG,0.16814080382742128,0.015687964144637,2.291890887294015,14,up
TBinLTBI,BIOCARTA_CDC25_PATHWAY,0.9198725167800351,0.4217808601964821,0.8137479930609269,7,up,CDK1;WEE1;CHEK1;CDC25A,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_CDC42RAC_PATHWAY,1,0.30373206554799254,0.6093852179595578,8,up,PDGFRA;WASL;PIK3CA,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_CDK5_PATHWAY,0.3211253268814795,0.6330176087632668,1.3849455639508728,11,up,EGR1;NGFR;MAP2K1,0.62999174212777,0.27585781595248304,0.6074416497768604,11,up
TBinLTBI,BIOCARTA_CDMAC_PATHWAY,0.10500686145196318,0.6991722742392217,1.6783778497235693,16,up,TNF;NFKBIA;NFKB1;PLCB1;JUN;RELA,0.3572065724771625,0.0754024228156535,1.4855231816631436,16,up
TBinLTBI,BIOCARTA_CELL2CELL_PATHWAY,0.8938909779966928,-0.3655758911929571,-0.8445102501682347,9,down,PECAM1;VCL;CSK,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_CELLCYCLE_PATHWAY,0.13259748843357566,0.6257919650311089,1.6290195791103539,23,up,CCNA1;CDKN1A;CDKN2B;CDK1;CCND2;CDKN2A;CCND1;CDKN2D;CDK6;CDC25A;CDKN1B;CCNB1;CDK7;CDK2,0.23837308222461837,0.03175724396268587,1.9041447175566932,23,up
TBinLTBI,BIOCARTA_CERAMIDE_PATHWAY,0.6601554608600758,0.4266719338731798,1.0888871677546128,21,up,NFKB1;RELA;BCL2;TRAF2;RIPK1;MAPK8;TRADD;MAP2K1;CASP8,0.631627223439412,0.28276862924962953,0.5795191308937697,21,up
TBinLTBI,BIOCARTA_CFTR_PATHWAY,1,0.19187127196319975,0.3976011585921765,9,up,PRKAR1B;PRKAR1A;EZR;PRKACB,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_CHEMICAL_PATHWAY,0.9395232640327574,-0.2810711342538381,-0.7935202647871814,18,down,PRKCA;PARP1;CASP6;PRKCB;BAD;TLN1;CASP9;APAF1;TP53;AKT1;ATM,0.9139028923085687,0.7668983489416294,-0.7378940556744437,18,up
TBinLTBI,BIOCARTA_CHREBP_PATHWAY,0.8966835847875966,0.3483425381761051,0.8463116176822231,17,up,ACSM1;PRKAG2;PRKAR1B;PRKAR1A;PPP2CA;PRKACB;ACSBG1,0.726179101764016,0.4165886579172785,0.21307726793390466,17,up
TBinLTBI,BIOCARTA_CIRCADIAN_PATHWAY,0.5731515025651674,0.6367893514890907,1.1864042845586324,6,up,CSNK1E;CRY1;PER1;ARNTL,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_CK1_PATHWAY,1,0.29727882770773195,0.6602080089619966,12,up,PLCB1;PRKAR1B;PPP1R1B;PRKAR1A;PPP2CA;PRKACB,0.7342878679721263,0.42598871232008806,0.18903182642043817,12,up
TBinLTBI,BIOCARTA_CLASSIC_PATHWAY,0.440845565614837,0.5923555438025343,1.2959831943282147,11,up,C4A;C4B_2;C1R;C3;C4B;C1S,0.5861881529390361,0.22743558820729337,0.7653336084410302,11,up
TBinLTBI,BIOCARTA_COMP_PATHWAY,0.412530303030303,0.5658092714362166,1.3045332622150279,14,up,CFB;C4A;C4B_2;C1R;C3;C4B;C1S,0.550297211619952,0.19418777545465293,0.8790176286699879,14,up
TBinLTBI,BIOCARTA_CPSF_PATHWAY,0.6675057628037935,-0.4704595396157272,-1.0868000682386478,9,down,CPSF1;CSTF2;CSTF1;CPSF4;CPSF2,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_CREB_PATHWAY,0.5515467631355419,-0.387805832699543,-1.1412468945493766,21,down,PRKCA;MAPK3;MAPK14;GRB2;RPS6KA1;PRKCB;PRKAR2B;AKT1;PIK3R1;PRKAR2A;RAC1;ADCY1;HRAS,0.9772233832613292,0.9162407192223418,-1.4119172566807756,21,up
TBinLTBI,BIOCARTA_CREM_PATHWAY,0.338944878650761,0.8330329054584941,1.3320857789320326,3,up,CREM;XPO1,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_CSK_PATHWAY,0.8606995280782171,0.352171959795138,0.8987596732291748,21,up,CD247;CD3E;ZAP70;PRKAR1B;CD3D;CD3G;PRKAR1A;CREBBP;HLA-DRA;LCK;PRKACB,0.6645978067828462,0.3287687071891124,0.4477563197030329,21,up
TBinLTBI,BIOCARTA_CTBP1_PATHWAY,0.5494631901840491,0.6081505544246902,1.2201476241623812,8,up,CDH1;ZEB1;NOS1;UBA2,NA,NA,NA,NA,NA
TBinLTBI,BIOCARTA_CTCF_PATHWAY,1,0.20372979030630922,0.5384904720771972,24,up,CDKN2A;CD79A;TGFBR3;MDM2;MYC;CDKN1B;SMAD1;PIK3CA,0.8156281928712785,0.5846905105479097,-0.215274247566264,24,up
